entry_datetime,open,close,high,low,vol
2010-04-28 09:15:00,3114.200000,3122.200000,3125,3112.600000,8913
2010-04-28 09:30:00,3121.700000,3130.800000,3130.800000,3118.600000,8206
2010-04-28 09:45:00,3130.600000,3140.100000,3142.800000,3129.400000,9114
2010-04-28 10:00:00,3140.100000,3146.500000,3151.800000,3138.500000,8946
2010-04-28 10:15:00,3146.500000,3140.500000,3149,3138.500000,8075
2010-04-28 10:30:00,3140.900000,3141.400000,3148.300000,3138,7495
2010-04-28 10:45:00,3141.400000,3140.600000,3143.400000,3134.900000,8395
2010-04-28 11:00:00,3140.600000,3145.100000,3148.100000,3140.100000,6759
2010-04-28 11:15:00,3145.300000,3147.200000,3148.100000,3141.400000,4895
2010-04-28 13:00:00,3145.800000,3144.700000,3147.200000,3141.700000,5024
2010-04-28 13:15:00,3144.700000,3131.500000,3146.100000,3129.700000,8931
2010-04-28 13:30:00,3131.500000,3129.700000,3134.300000,3127.100000,7590
2010-04-28 13:45:00,3129.700000,3135.600000,3138.300000,3129.200000,6298
2010-04-28 14:00:00,3135.600000,3148,3151.700000,3130.700000,10084
2010-04-28 14:15:00,3148.300000,3145.500000,3149.300000,3142.700000,7463
2010-04-28 14:30:00,3146.500000,3152.900000,3156.600000,3146.200000,8000
2010-04-28 14:45:00,3153.200000,3143.400000,3153.700000,3142.100000,5754
2010-04-28 15:00:00,3143.400000,3146.700000,3147.200000,3142.100000,3849
2010-04-29 09:15:00,3161.500000,3167,3168.400000,3159.900000,6058
2010-04-29 09:30:00,3166.800000,3170.400000,3172.600000,3165.600000,6758
2010-04-29 09:45:00,3170.200000,3163.300000,3170.500000,3160.600000,7108
2010-04-29 10:00:00,3163.300000,3163.200000,3168.500000,3162.100000,6175
2010-04-29 10:15:00,3163.200000,3162.600000,3165.600000,3158.700000,6283
2010-04-29 10:30:00,3162.700000,3159.900000,3162.800000,3156.500000,6927
2010-04-29 10:45:00,3160.100000,3156.100000,3161.600000,3154.700000,5626
2010-04-29 11:00:00,3156.300000,3159.400000,3159.400000,3154.400000,4238
2010-04-29 11:15:00,3159.400000,3162.800000,3163.300000,3157.800000,4352
2010-04-29 13:00:00,3163.100000,3160.500000,3163.900000,3159.900000,3798
2010-04-29 13:15:00,3160.600000,3166.500000,3168.100000,3155.500000,8104
2010-04-29 13:30:00,3166.300000,3167.800000,3168.300000,3164,5536
2010-04-29 13:45:00,3167.800000,3160.200000,3167.900000,3160,6024
2010-04-29 14:00:00,3160.100000,3155.200000,3160.400000,3152.300000,7727
2010-04-29 14:15:00,3154.700000,3147.200000,3155.900000,3145.500000,7366
2010-04-29 14:30:00,3147.400000,3135.700000,3148.300000,3134.200000,8354
2010-04-29 14:45:00,3135.900000,3119,3136.900000,3111.100000,11405
2010-04-29 15:00:00,3118.900000,3100.800000,3119.800000,3099.600000,9415
2010-04-30 09:15:00,3118.600000,3110.100000,3123,3106.100000,8620
2010-04-30 09:30:00,3109.400000,3106.800000,3119,3088.900000,12274
2010-04-30 09:45:00,3106.800000,3103.200000,3107.800000,3095.200000,10162
2010-04-30 10:00:00,3102,3114.900000,3119.100000,3100,10870
2010-04-30 10:15:00,3114.900000,3111.100000,3120,3110.600000,8100
2010-04-30 10:30:00,3111.100000,3116.800000,3117.500000,3106.300000,8125
2010-04-30 10:45:00,3116.600000,3103.300000,3122.400000,3102,8451
2010-04-30 11:00:00,3103.500000,3095.700000,3105.700000,3091.700000,10554
2010-04-30 11:15:00,3095.800000,3086.800000,3097.300000,3077.300000,11114
2010-04-30 13:00:00,3087.500000,3072.400000,3088.200000,3068.900000,8390
2010-04-30 13:15:00,3072.400000,3093.700000,3098.900000,3067.800000,13082
2010-04-30 13:30:00,3093.900000,3092.700000,3098.900000,3086.600000,11322
2010-04-30 13:45:00,3092.700000,3083.500000,3095,3081.700000,9892
2010-04-30 14:00:00,3083.900000,3079.500000,3083.900000,3059.800000,14719
2010-04-30 14:15:00,3079.400000,3097.800000,3097.800000,3074.200000,11692
2010-04-30 14:30:00,3097.300000,3109.100000,3109.500000,3091.100000,13290
2010-04-30 14:45:00,3109.400000,3116.300000,3122.900000,3106.500000,12580
2010-04-30 15:00:00,3116.300000,3125.800000,3134.800000,3115.700000,10143
2010-05-04 09:15:00,3095.200000,3083.700000,3104.400000,3079,12894
2010-05-04 09:30:00,3083.600000,3093.500000,3100.300000,3080.500000,11728
2010-05-04 09:45:00,3093.300000,3097.800000,3099.100000,3088.300000,8626
2010-05-04 10:00:00,3098.300000,3101.800000,3104.700000,3095.500000,8449
2010-05-04 10:15:00,3101.200000,3097.200000,3109.500000,3097.200000,8269
2010-05-04 10:30:00,3097.400000,3095.600000,3108.100000,3095,9660
2010-05-04 10:45:00,3095.500000,3093.200000,3096.400000,3090.300000,7273
2010-05-04 11:00:00,3093.700000,3103.400000,3103.400000,3090.100000,9117
2010-05-04 11:15:00,3103.400000,3099,3103.600000,3093.500000,5844
2010-05-04 13:00:00,3099,3099.200000,3102.300000,3092.800000,5850
2010-05-04 13:15:00,3099.400000,3088.500000,3102.100000,3087.400000,9624
2010-05-04 13:30:00,3088.500000,3090.900000,3094.500000,3084.300000,10159
2010-05-04 13:45:00,3090.900000,3093.800000,3099.300000,3090.600000,8385
2010-05-04 14:00:00,3093.800000,3088,3095.700000,3086.500000,9248
2010-05-04 14:15:00,3088,3090.400000,3092.300000,3080.900000,10885
2010-05-04 14:30:00,3090.400000,3082.200000,3092,3078,8879
2010-05-04 14:45:00,3082.200000,3087.500000,3089.200000,3078.800000,6752
2010-05-04 15:00:00,3087.600000,3095.500000,3095.700000,3085.600000,5929
2010-05-05 09:15:00,3068.100000,3065.800000,3072,3062,8694
2010-05-05 09:30:00,3065.700000,3067.300000,3073.800000,3064.800000,8913
2010-05-05 09:45:00,3067,3062.800000,3067.100000,3056.400000,9548
2010-05-05 10:00:00,3062.600000,3061.300000,3066.400000,3060.500000,7307
2010-05-05 10:15:00,3061,3055.200000,3063.700000,3053.500000,6677
2010-05-05 10:30:00,3055.400000,3050.600000,3058,3048.400000,9101
2010-05-05 10:45:00,3050.400000,3053.400000,3054,3047.100000,7899
2010-05-05 11:00:00,3053.700000,3056.900000,3059.300000,3051.900000,7633
2010-05-05 11:15:00,3057.100000,3063.900000,3064,3055.700000,5790
2010-05-05 13:00:00,3064.200000,3065.900000,3066.200000,3060.200000,6649
2010-05-05 13:15:00,3065.800000,3069.600000,3071.600000,3065.400000,9678
2010-05-05 13:30:00,3069.600000,3082.500000,3083.200000,3066.800000,11771
2010-05-05 13:45:00,3082.500000,3091.100000,3091.900000,3079.100000,11244
2010-05-05 14:00:00,3090.900000,3090.700000,3093.500000,3087.900000,9562
2010-05-05 14:15:00,3090.700000,3092.100000,3097.300000,3086.100000,10006
2010-05-05 14:30:00,3091.800000,3096.200000,3096.200000,3086.200000,8900
2010-05-05 14:45:00,3096.200000,3099.900000,3101.700000,3095.200000,7492
2010-05-05 15:00:00,3099.900000,3094.100000,3100.100000,3092.500000,6846
2010-05-06 09:15:00,3099,3090.700000,3099.600000,3090.100000,6364
2010-05-06 09:30:00,3091,3087.600000,3094.800000,3085.300000,7995
2010-05-06 09:45:00,3087.400000,3087.500000,3091.400000,3083.100000,7700
2010-05-06 10:00:00,3087.300000,3079.100000,3088.200000,3077.900000,8835
2010-05-06 10:15:00,3079.100000,3082.400000,3083.400000,3078.300000,7717
2010-05-06 10:30:00,3082.400000,3077.700000,3083.800000,3075.700000,7780
2010-05-06 10:45:00,3077.600000,3080.500000,3085.600000,3077.600000,7400
2010-05-06 11:00:00,3080.600000,3069.200000,3080.800000,3068.300000,11115
2010-05-06 11:15:00,3069,3065,3074.900000,3064.700000,7835
2010-05-06 13:00:00,3062.600000,3055.100000,3064,3052.900000,9347
2010-05-06 13:15:00,3055.200000,3044,3057.600000,3040.500000,11435
2010-05-06 13:30:00,3043.500000,3047.100000,3052.100000,3040.900000,10505
2010-05-06 13:45:00,3047.600000,3020.800000,3047.700000,3016.400000,15243
2010-05-06 14:00:00,3020.300000,3024.600000,3030.400000,3010.400000,14984
2010-05-06 14:15:00,3024.600000,2994.700000,3024.900000,2994.700000,15263
2010-05-06 14:30:00,2994.400000,2994.200000,2998.200000,2988.700000,13822
2010-05-06 14:45:00,2994.400000,2983.800000,2998.100000,2976.900000,11756
2010-05-06 15:00:00,2983.800000,2990.600000,2990.600000,2983.100000,6603
2010-05-07 09:15:00,2950.800000,2923.400000,2950.800000,2917.800000,11413
2010-05-07 09:30:00,2923.400000,2930.300000,2930.600000,2902.700000,13641
2010-05-07 09:45:00,2929.800000,2932.900000,2942.400000,2927.500000,12350
2010-05-07 10:00:00,2933.200000,2937.700000,2943.500000,2932.100000,9706
2010-05-07 10:15:00,2938,2933.200000,2938.700000,2924.100000,12564
2010-05-07 10:30:00,2933.100000,2960.200000,2962.800000,2930.600000,12438
2010-05-07 10:45:00,2960.400000,2972.600000,2975.400000,2953.100000,13725
2010-05-07 11:00:00,2973,2957.400000,2973,2954.900000,12116
2010-05-07 11:15:00,2957.400000,2961.200000,2967.200000,2951.200000,10597
2010-05-07 13:00:00,2962,2936,2966.400000,2935.500000,12089
2010-05-07 13:15:00,2936,2919.400000,2937.200000,2916.300000,14905
2010-05-07 13:30:00,2919.400000,2896.100000,2929.500000,2884.700000,17659
2010-05-07 13:45:00,2896.200000,2944.600000,2944.600000,2888.800000,22422
2010-05-07 14:00:00,2944.500000,2915.700000,2946.300000,2909.200000,22572
2010-05-07 14:15:00,2915.700000,2908.700000,2924,2899.800000,19942
2010-05-07 14:30:00,2909.300000,2916.300000,2936.100000,2904.300000,17996
2010-05-07 14:45:00,2916.300000,2916.500000,2923.800000,2908.300000,12199
2010-05-07 15:00:00,2916.200000,2920.900000,2922,2906.400000,8342
2010-05-10 09:15:00,2940.200000,2942.400000,2943.900000,2930.700000,10048
2010-05-10 09:30:00,2942.400000,2925.300000,2943.300000,2921.400000,12741
2010-05-10 09:45:00,2925.300000,2934,2936.800000,2924.500000,10757
2010-05-10 10:00:00,2934,2930.200000,2938.400000,2929.100000,9715
2010-05-10 10:15:00,2929.900000,2924,2932.400000,2918.600000,12024
2010-05-10 10:30:00,2924.100000,2910.500000,2924.100000,2901.800000,12852
2010-05-10 10:45:00,2911,2898.200000,2913,2893.700000,11651
2010-05-10 11:00:00,2898.200000,2898.400000,2901.200000,2889.200000,14460
2010-05-10 11:15:00,2898,2909.900000,2910.100000,2896.100000,10370
2010-05-10 13:00:00,2911.900000,2923.200000,2924,2904.200000,11132
2010-05-10 13:15:00,2922.300000,2917.400000,2927.700000,2916.100000,12679
2010-05-10 13:30:00,2917.700000,2923.900000,2931.900000,2917.400000,14418
2010-05-10 13:45:00,2923.800000,2929.300000,2939.100000,2920.900000,15653
2010-05-10 14:00:00,2929.400000,2933.500000,2946.700000,2929.400000,16598
2010-05-10 14:15:00,2933.500000,2930.300000,2938.600000,2927.600000,14282
2010-05-10 14:30:00,2930.100000,2922.100000,2934,2918.800000,13469
2010-05-10 14:45:00,2921.700000,2928.800000,2929.900000,2918.200000,8855
2010-05-10 15:00:00,2928.900000,2937.700000,2938.100000,2926.400000,6503
2010-05-11 09:15:00,2971,2966.200000,2972.800000,2964.700000,12052
2010-05-11 09:30:00,2966.300000,2960,2967.200000,2958.300000,12574
2010-05-11 09:45:00,2960,2951.500000,2960.200000,2948.100000,11016
2010-05-11 10:00:00,2951.500000,2941.700000,2954.300000,2940.400000,10994
2010-05-11 10:15:00,2942,2953.400000,2953.400000,2941.300000,13262
2010-05-11 10:30:00,2953.400000,2938.400000,2953.800000,2937.100000,12050
2010-05-11 10:45:00,2938.100000,2935.600000,2942,2930.300000,13955
2010-05-11 11:00:00,2935.600000,2928.100000,2948.300000,2926.300000,13323
2010-05-11 11:15:00,2928.100000,2929.100000,2931,2923.500000,11372
2010-05-11 13:00:00,2927.100000,2914.600000,2927.100000,2912.900000,11985
2010-05-11 13:15:00,2914.300000,2899.400000,2914.500000,2898.500000,14804
2010-05-11 13:30:00,2899.300000,2888.400000,2905.700000,2888.400000,15123
2010-05-11 13:45:00,2888.900000,2875.300000,2890.700000,2873.700000,16439
2010-05-11 14:00:00,2875.400000,2840.900000,2880.200000,2838.600000,18870
2010-05-11 14:15:00,2841.100000,2838.800000,2849.600000,2831.900000,21013
2010-05-11 14:30:00,2838.700000,2832.100000,2842,2825.100000,18580
2010-05-11 14:45:00,2832,2834.300000,2839.600000,2830.300000,10159
2010-05-11 15:00:00,2834.300000,2820.900000,2838.600000,2818.200000,8741
2010-05-12 09:15:00,2826.500000,2811.900000,2829.400000,2806,12299
2010-05-12 09:30:00,2811.900000,2814.200000,2815.700000,2804.100000,14617
2010-05-12 09:45:00,2814.200000,2864.900000,2870.300000,2814.200000,23962
2010-05-12 10:00:00,2864.500000,2857.500000,2867.500000,2856.700000,18501
2010-05-12 10:15:00,2857.400000,2847.200000,2859.400000,2845.600000,17135
2010-05-12 10:30:00,2847.200000,2839,2858.300000,2838.900000,15124
2010-05-12 10:45:00,2839,2829.400000,2840.700000,2821.800000,20634
2010-05-12 11:00:00,2829.500000,2821,2830,2810,17759
2010-05-12 11:15:00,2821.200000,2825.200000,2825.600000,2811,13782
2010-05-12 13:00:00,2820.800000,2810.500000,2821.400000,2801.600000,15275
2010-05-12 13:15:00,2810.500000,2849.300000,2852.800000,2809.100000,22800
2010-05-12 13:30:00,2849.300000,2863.800000,2863.800000,2845,20637
2010-05-12 13:45:00,2864.300000,2852.700000,2866.200000,2849.300000,20118
2010-05-12 14:00:00,2852.700000,2844.800000,2853,2836.800000,18492
2010-05-12 14:15:00,2844.700000,2852.300000,2852.300000,2822.400000,21951
2010-05-12 14:30:00,2851.700000,2847,2858.600000,2844.600000,21075
2010-05-12 14:45:00,2846.600000,2850.600000,2855,2843.800000,12836
2010-05-12 15:00:00,2850.600000,2854.900000,2855.400000,2850.300000,8028
2010-05-13 09:15:00,2866,2850.300000,2866.400000,2846.100000,12047
2010-05-13 09:30:00,2850.100000,2871.400000,2873.300000,2844,22231
2010-05-13 09:45:00,2870.800000,2859.800000,2874.500000,2858.800000,19647
2010-05-13 10:00:00,2860,2854.300000,2866.600000,2853.500000,15088
2010-05-13 10:15:00,2854.600000,2851.700000,2863,2848.800000,15265
2010-05-13 10:30:00,2851.600000,2847.200000,2854.700000,2843.900000,12959
2010-05-13 10:45:00,2847.100000,2861.600000,2862.900000,2845.900000,15150
2010-05-13 11:00:00,2862.100000,2865.100000,2867.300000,2859,12808
2010-05-13 11:15:00,2865.300000,2867.800000,2868.100000,2862.400000,10627
2010-05-13 13:00:00,2868.400000,2868.600000,2870.200000,2861.700000,9681
2010-05-13 13:15:00,2868.600000,2872.600000,2875.900000,2867.900000,13032
2010-05-13 13:30:00,2872.700000,2896.100000,2897.400000,2872.400000,16695
2010-05-13 13:45:00,2896.200000,2896.200000,2902.700000,2893.900000,13083
2010-05-13 14:00:00,2896.200000,2915.400000,2923.800000,2888.900000,18854
2010-05-13 14:15:00,2915.800000,2922.200000,2925.300000,2913.700000,18903
2010-05-13 14:30:00,2921.800000,2911.700000,2925.500000,2909.600000,12219
2010-05-13 14:45:00,2911.400000,2912.600000,2916.300000,2909.900000,9677
2010-05-13 15:00:00,2912.500000,2913.700000,2916.500000,2911.200000,7187
2010-05-14 09:15:00,2898.700000,2892.600000,2905.500000,2890.700000,11739
2010-05-14 09:30:00,2892.600000,2896.600000,2900,2891.400000,11402
2010-05-14 09:45:00,2896.600000,2882.800000,2897.100000,2879.100000,15831
2010-05-14 10:00:00,2882.700000,2893.800000,2895.100000,2881.800000,14169
2010-05-14 10:15:00,2894.100000,2902.700000,2904.600000,2892,12716
2010-05-14 10:30:00,2902.700000,2892.100000,2905.100000,2890,15216
2010-05-14 10:45:00,2892.100000,2891.300000,2893.900000,2886.900000,10804
2010-05-14 11:00:00,2891.100000,2897.800000,2898.300000,2887.300000,10887
2010-05-14 11:15:00,2897.900000,2896.700000,2903.500000,2895.800000,8459
2010-05-14 13:00:00,2898.200000,2906.800000,2908.800000,2891.300000,13490
2010-05-14 13:15:00,2906.900000,2901.400000,2910.400000,2901.100000,13209
2010-05-14 13:30:00,2901.400000,2889.400000,2901.600000,2887.900000,13752
2010-05-14 13:45:00,2889.400000,2880.900000,2891.300000,2876.600000,15420
2010-05-14 14:00:00,2880.700000,2871.900000,2888,2870.600000,17986
2010-05-14 14:15:00,2871.600000,2868.400000,2877.900000,2867.600000,13891
2010-05-14 14:30:00,2868.400000,2881.500000,2887.200000,2868.100000,14630
